mass_MeV,mass_GeV,dataset_set,includes_2016,sigma_mass_res_min_GeV,v4_k8_eps2_obs_ee,v4p1_k12_eps2_obs_ee,v4_k8_p0_local_asymptotic,v4p1_k12_p0_local_asymptotic,v4_k8_Z_local_asymptotic,v4p1_k12_Z_local_asymptotic,minimal_visible_factor,v4_k8_eps2_obs_minimal_visible,v4p1_k12_eps2_obs_minimal_visible,observed_limit_ratio_k12_over_k8,observed_limit_fractional_change,delta_Z_k12_minus_k8,p0_ratio_k12_over_k8
229,0.229,2021,False,0.006036745875,6.892217369833309e-06,6.892217369833309e-06,0.5,0.5,0.0,0.0,1.549382987764826,1.0678684340796963e-05,1.0678684340796963e-05,1.0,0.0,0.0,1.0
230,0.23,2021,False,0.0060747875,7.057148528628346e-06,7.057148528628346e-06,0.5,0.5,0.0,0.0,1.5614277592656256,1.1019227613860865e-05,1.1019227613860865e-05,1.0,0.0,0.0,1.0
231,0.231,2021,False,0.006113000875,7.616813508156339e-06,7.616813508156339e-06,0.5,0.5,0.0,0.0,1.572939021618529,1.1980783187370228e-05,1.1980783187370228e-05,1.0,0.0,0.0,1.0
232,0.232,2021,False,0.006151386,7.784638823674463e-06,7.784638823674463e-06,0.4931179979832653,0.4931179979832653,0.0172514765148993,0.0172514765148993,1.5839562598000563,1.2330527395041712e-05,1.2330527395041712e-05,1.0,0.0,0.0,1.0
233,0.233,2021,False,0.006189942875,7.949848854995265e-06,7.949848854995265e-06,0.4849913864308152,0.4849913864308152,0.0376298939604865,0.0376298939604865,1.5945144708897403,1.2676149040676182e-05,1.2676149040676182e-05,1.0,0.0,0.0,1.0
234,0.234,2021,False,0.0062286715,8.3354506167974e-06,8.3354506167974e-06,0.4513756111295675,0.4513756111295675,0.1221866206164313,0.1221866206164313,1.6046448598496124,1.3375437986774229e-05,1.3375437986774229e-05,1.0,0.0,0.0,1.0
235,0.235,2021,False,0.006267571875,8.22554502873662e-06,8.22554502873662e-06,0.4862188791610243,0.4862188791610243,0.0345510202661573,0.0345510202661573,1.61437540078099,1.3279117552408762e-05,1.3279117552408762e-05,1.0,0.0,0.0,1.0
236,0.236,2021,False,0.006306644,8.35142261454989e-06,8.35142261454989e-06,0.4813016133880869,0.4813016133880869,0.0468870783185595,0.0468870783185595,1.6237312943290325,1.3560466251411847e-05,1.3560466251411847e-05,1.0,0.0,0.0,1.0
237,0.237,2021,False,0.006345887875,8.780072964401782e-06,8.780072964401782e-06,0.4477330542122523,0.4477330542122523,0.1313908729219723,0.1313908729219723,1.632735343945439,1.4335535451398595e-05,1.4335535451398595e-05,1.0,0.0,0.0,1.0
238,0.238,2021,False,0.0063853035,8.991338913963462e-06,8.991338913963462e-06,0.4404693938316309,0.4404693938316309,0.1497792412583182,0.1497792412583182,1.6414082680558688,1.4758458034272103e-05,1.4758458034272103e-05,1.0,0.0,0.0,1.0
239,0.239,2021,False,0.006424890875,9.000719225680747e-06,9.000719225680747e-06,0.4632200051457111,0.4632200051457111,0.0923247681228758,0.0923247681228758,1.649768961087394,1.484910720599066e-05,1.484910720599066e-05,1.0,0.0,0.0,1.0
240,0.24,2021,False,0.00646465,9.069191225599346e-06,9.069191225599346e-06,0.4711348244120129,0.4711348244120129,0.0724175119989029,0.0724175119989029,1.6578347133148656,1.5035220035489187e-05,1.5035220035489187e-05,1.0,0.0,0.0,1.0
241,0.241,2021,False,0.006504580875,9.464552438679208e-06,9.464552438679208e-06,0.44985257901909,0.44985257901909,0.1260338143064882,0.1260338143064882,1.6656213972624625,1.576436105737671e-05,1.576436105737671e-05,1.0,0.0,0.0,1.0
242,0.242,2021,False,0.0065446835,1.0082184528549988e-05,1.0082184528549988e-05,0.4054715376583578,0.4054715376583578,0.2392095789655719,0.2392095789655719,1.673143626728666,1.686894278744577e-05,1.686894278744577e-05,1.0,0.0,0.0,1.0
243,0.243,2021,False,0.006584957875,1.042145820147262e-05,1.042145820147262e-05,0.3970512280745055,0.3970512280745055,0.2609870989139548,0.2609870989139548,1.680414893237497,1.751237357100665e-05,1.751237357100665e-05,1.0,0.0,0.0,1.0
244,0.244,2021,False,0.006625404,1.1114837123960772e-05,1.1114837123960772e-05,0.3480760854603129,0.3480760854603129,0.3905198623310729,0.3905198623310729,1.687447683749181,1.8755706160077013e-05,1.8755706160077013e-05,1.0,0.0,0.0,1.0
245,0.245,2021,False,0.006666021875,1.202171833982196e-05,1.202171833982196e-05,0.2953582015614382,0.2953582015614382,0.5377981589852908,0.5377981589852908,1.6942535827134084,2.0367839367614842e-05,2.0367839367614842e-05,1.0,0.0,0.0,1.0
246,0.246,2021,False,0.0067068115,1.2836896842127042e-05,1.2836896842127042e-05,0.2579645351618789,0.2579645351618789,0.6496333734296746,0.6496333734296746,1.7008433609631814,2.183355076930101e-05,2.183355076930101e-05,1.0,0.0,0.0,1.0
247,0.247,2021,False,0.006747772875,1.4025533299781155e-05,1.4025533299781155e-05,0.1975402007010218,0.1975402007010218,0.8504401869342786,0.8504401869342786,1.707227053486967,2.394476988896872e-05,2.394476988896872e-05,1.0,0.0,0.0,1.0
248,0.248,2021,False,0.006788906,1.4922163479179294e-05,1.4922163479179294e-05,0.1693980212614444,0.1693980212614444,0.9565468184903358,0.9565468184903358,1.7134140277520253,2.556784422963477e-05,2.556784422963477e-05,1.0,0.0,0.0,1.0
249,0.249,2021,False,0.006830210875,1.5596990318755313e-05,1.5596990318755313e-05,0.1536287964243372,0.1536287964243372,1.0209933426398965,1.0209933426398965,1.7194130439605608,2.681766860059447e-05,2.681766860059447e-05,1.0,0.0,0.0,1.0
250,0.25,2021,False,0.0068716875,1.6031513909106492e-05,1.6031513909106492e-05,0.1505241584376039,0.1505241584376039,1.0341879274293977,1.0341879274293977,1.7252323083862526,2.765808574833411e-05,2.765808574833411e-05,1.0,0.0,0.0,1.0
