mass_MeV,old_gp_mean_counts_per_0p625MeV,old_gp_pointwise_std_counts_per_0p625MeV,new_gp_mean_counts_per_0p625MeV,new_gp_pointwise_std_counts_per_0p625MeV,delta_gp_mean_new_minus_old_counts_per_0p625MeV
60.453415766562507,792153.08159065072,489.78072025347922,793227.91447453445,486.72154152279154,1074.8328838837333
60.454370530156254,792197.68104412744,489.85982147711314,793272.89430205012,486.81443124905763,1075.2132579226745
60.455325293750008,792242.27802827756,489.93896706871357,793317.87220099941,486.9073966485505,1075.5941727218451
60.456280057343754,792286.87321104947,490.01807551586472,793362.84798596136,487.00029955247794,1075.9747749118833
60.457234820937501,792331.46629215113,490.09726510271696,793407.82188725565,487.09323208827448,1076.3555951045128
60.458189584531254,792376.0577089556,490.17629007030899,793452.79358098051,487.1861986421668,1076.7358720249031
60.459144348125008,792420.64681530185,490.25539590703983,793497.76340129541,487.27913973391981,1077.1165859935572
60.460099111718755,792465.23391026782,490.33445538138437,793542.73131296982,487.3720874808335,1077.4974027019925
60.461053875312501,792509.81913166144,490.41353228503687,793587.69692273682,487.46501883452953,1077.8777910753852
60.462008638906262,792554.40227126994,490.49259918850629,793632.66056485637,487.55797043477799,1078.2582935864339
60.462963402500009,792598.9835591591,490.57169263199444,793677.62229645555,487.65094704557151,1078.6387372964527
60.463918166093755,792643.56264872779,490.65085803244801,793722.58196672925,487.74388432521965,1079.0193180014612
60.464872929687502,792688.14000057627,490.72984973074205,793767.53959818266,487.83685112533141,1079.3995976063889
60.465827693281256,792732.71503751504,490.8089495658657,793812.49516704108,487.92978777926862,1079.7801295260433
60.466782456875009,792777.28826637298,490.88799408553518,793857.4486264881,488.0227448753995,1080.1603601151146
60.467737220468756,792821.8595712377,490.96705600083857,793902.40038021083,488.11569943409808,1080.5408089731354
60.468691984062502,792866.42878995766,491.04610792000824,793947.34969976381,488.2086511524173,1080.9209098061547
60.469646747656256,792910.99608344794,491.12516813627053,793992.29723150062,488.30164170999171,1081.3011480526766
60.47060151125001,792955.56112801516,491.20424568579608,794037.24275521853,488.39455630362153,1081.6816272033611
60.471556274843756,793000.12431531923,491.28329504947504,794082.18618947954,488.48752331077247,1082.0618741603103
60.472511038437503,793044.68557554053,491.36234361436999,794127.127695409,488.58051544854504,1082.4421198684722
60.473465802031257,793089.24493113754,491.44136411232535,794172.06699499907,488.67348181580229,1082.8220638615312
60.474420565625003,793133.80196600431,491.52034719612686,794217.00424939347,488.76642724678084,1083.2022833891679
60.475375329218757,793178.35739518446,491.59944790032216,794261.93959669035,488.85941143234402,1083.5822015058948
60.476330092812503,793222.91047923884,491.67843842887697,794306.87287440861,488.95235633187588,1083.9623951697722
60.477284856406257,793267.46151774772,491.75751915853186,794351.80408194615,489.04532168916631,1084.3425641984213
60.478239620000004,793312.01085628755,491.83648998346933,794396.73346142122,489.13830277943475,1084.722605133662
60.479194383593757,793356.55803258682,491.91549623973219,794441.66066540522,489.23128119646572,1085.1026328183943
60.480149147187504,793401.10334619472,491.99455629032121,794486.58576260949,489.32425698405535,1085.4824164147722
60.481103910781258,793445.64647311729,492.07349720461792,794531.50877551886,489.41723932256139,1085.8623024015687
60.482058674375004,793490.18775923329,492.15251919909304,794576.42998099513,489.51022838193109,1086.2422217618441
